locus_tag	ftype	length_bp	gene	EC_number	COG	product
DHLAKHBD_01206	CDS	342	mrgA		COG0783	Metalloregulation DNA-binding stress protein
DHLAKHBD_01207	CDS	1677	pyrG	6.3.4.2		CTP synthase
DHLAKHBD_01208	CDS	681	queE	4.3.99.3		7-carboxy-7-deazaguanine synthase
DHLAKHBD_01209	CDS	534	eco		COG4574	Ecotin
DHLAKHBD_01210	CDS	681	queC	6.3.4.20	COG0603	7-cyano-7-deazaguanine synthase
DHLAKHBD_01211	CDS	1341	menF_2	5.4.4.2		Isochorismate synthase MenF
DHLAKHBD_01212	CDS	861	pabC	4.1.3.38	COG0115	Aminodeoxychorismate lyase
DHLAKHBD_01213	CDS	768	livF		COG0410	High-affinity branched-chain amino acid transport ATP-binding protein LivF
DHLAKHBD_01214	CDS	753	metN2	3.6.3.-	COG1135	Methionine import ATP-binding protein MetN 2
DHLAKHBD_01215	CDS	1128				hypothetical protein
DHLAKHBD_01216	CDS	1155	livH		COG0559	High-affinity branched-chain amino acid transport system permease protein LivH
DHLAKHBD_01217	CDS	1296	amiC			Aliphatic amidase expression-regulating protein
DHLAKHBD_01218	CDS	609	ureG			Urease accessory protein UreG
DHLAKHBD_01219	CDS	684	ureF		COG0830	Urease accessory protein UreF
DHLAKHBD_01220	CDS	462	ureE			Urease accessory protein UreE
DHLAKHBD_01221	CDS	1008	ureD			Urease accessory protein UreD
DHLAKHBD_01222	CDS	303	ureA	3.5.1.5	COG0831	Urease subunit gamma
DHLAKHBD_01223	CDS	318	ureB	3.5.1.5	COG0832	Urease subunit beta
DHLAKHBD_01224	CDS	1725	ureC	3.5.1.5	COG0804	Urease subunit alpha
DHLAKHBD_01225	CDS	786	nasF	2.1.1.107	COG0007	Uroporphyrinogen-III C-methyltransferase
DHLAKHBD_01226	CDS	675				hypothetical protein
DHLAKHBD_01227	CDS	195				hypothetical protein
DHLAKHBD_01228	CDS	1629	sir_1	1.8.7.1	COG0155	Sulfite reductase [ferredoxin]
DHLAKHBD_01229	CDS	144				hypothetical protein
DHLAKHBD_01230	CDS	912	focA		COG2116	putative formate transporter 1
DHLAKHBD_01231	CDS	723				hypothetical protein
DHLAKHBD_01232	CDS	1107	trpD	2.4.2.18	COG0547	Anthranilate phosphoribosyltransferase
DHLAKHBD_01233	CDS	486				hypothetical protein
DHLAKHBD_01234	CDS	1308	tetA			Tetracycline resistance protein, class C
DHLAKHBD_01235	CDS	2139	ppk	2.7.4.1	COG0855	Polyphosphate kinase
DHLAKHBD_01236	CDS	1035	hrdA		COG0568	RNA polymerase principal sigma factor HrdA
DHLAKHBD_01237	CDS	606	vte5	2.7.1.182		Phytol kinase
DHLAKHBD_01238	CDS	1083	aroF	2.5.1.54	COG0722	Phospho-2-dehydro-3-deoxyheptonate aldolase, Tyr-sensitive
DHLAKHBD_01239	CDS	2625	acnB	4.2.1.3	COG1049	Aconitate hydratase B
DHLAKHBD_01240	CDS	1359	clcA_1		COG0038	H(+)/Cl(-) exchange transporter ClcA
DHLAKHBD_01241	CDS	1599				hypothetical protein
DHLAKHBD_01242	CDS	1332				hypothetical protein
DHLAKHBD_01243	CDS	891	purU	3.5.1.10	COG0788	Formyltetrahydrofolate deformylase
DHLAKHBD_01244	CDS	1095	thiO	1.4.3.19	COG0665	Glycine oxidase
DHLAKHBD_01245	CDS	309				hypothetical protein
DHLAKHBD_01246	CDS	1905	dnaK2_1			Chaperone protein dnaK2
DHLAKHBD_01247	CDS	918	aroE	1.1.1.25	COG0169	Shikimate dehydrogenase (NADP(+))
DHLAKHBD_01248	CDS	465				hypothetical protein
DHLAKHBD_01249	CDS	375				hypothetical protein
DHLAKHBD_01250	CDS	447				hypothetical protein
DHLAKHBD_01251	CDS	1206	argG	6.3.4.5		Argininosuccinate synthase
DHLAKHBD_01252	CDS	231				hypothetical protein
DHLAKHBD_01253	CDS	306				hypothetical protein
DHLAKHBD_01254	CDS	969	mraY	2.7.8.13	COG0472	Phospho-N-acetylmuramoyl-pentapeptide-transferase
DHLAKHBD_01255	CDS	606	msrQ			Protein-methionine-sulfoxide reductase heme-binding subunit MsrQ
DHLAKHBD_01256	CDS	249				hypothetical protein
DHLAKHBD_01257	CDS	1170	purT	2.1.2.-	COG0027	Formate-dependent phosphoribosylglycinamide formyltransferase
DHLAKHBD_01258	CDS	2133	mshA_1	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
DHLAKHBD_01259	CDS	240				hypothetical protein
DHLAKHBD_01260	CDS	1515				hypothetical protein
DHLAKHBD_01261	CDS	2961	uvrA		COG0178	UvrABC system protein A
DHLAKHBD_01262	CDS	1683	recN		COG0497	DNA repair protein RecN
DHLAKHBD_01263	CDS	1869	ubiB_2	2.7.-.-		protein kinase UbiB
DHLAKHBD_01264	CDS	588				hypothetical protein
DHLAKHBD_01265	CDS	1059	thrC	4.2.3.1	COG0498	Threonine synthase
DHLAKHBD_01266	CDS	201				hypothetical protein
DHLAKHBD_01267	CDS	165				hypothetical protein
DHLAKHBD_01268	CDS	738	sphR		COG0745	Alkaline phosphatase synthesis transcriptional regulatory protein SphR
DHLAKHBD_01269	CDS	276				hypothetical protein
DHLAKHBD_01270	CDS	408	sphS	2.7.13.3	COG0642	Sensor protein SphS
DHLAKHBD_01271	CDS	1416				putative protein
DHLAKHBD_01272	CDS	123				hypothetical protein
DHLAKHBD_01273	CDS	1269				hypothetical protein
DHLAKHBD_01274	CDS	1056	gap3	1.2.1.12	COG0057	Glyceraldehyde-3-phosphate dehydrogenase 3
DHLAKHBD_01275	CDS	330				hypothetical protein
DHLAKHBD_01276	CDS	684				hypothetical protein
DHLAKHBD_01277	CDS	1470				hypothetical protein
DHLAKHBD_01278	CDS	441				hypothetical protein
DHLAKHBD_01279	CDS	249				hypothetical protein
DHLAKHBD_01280	CDS	144				hypothetical protein
DHLAKHBD_01281	CDS	279				hypothetical protein
DHLAKHBD_01282	CDS	258				hypothetical protein
DHLAKHBD_01283	CDS	147				hypothetical protein
DHLAKHBD_01284	CDS	219				hypothetical protein
DHLAKHBD_01285	CDS	318				hypothetical protein
DHLAKHBD_01286	CDS	168				hypothetical protein
DHLAKHBD_01287	CDS	291				hypothetical protein
DHLAKHBD_01288	CDS	360				hypothetical protein
DHLAKHBD_01289	CDS	399	tig_2	5.2.1.8	COG0544	Trigger factor
DHLAKHBD_01290	CDS	474	bcp_3	1.11.1.15	COG1225	Putative peroxiredoxin bcp
DHLAKHBD_01291	CDS	750				hypothetical protein
DHLAKHBD_01292	CDS	498				hypothetical protein
DHLAKHBD_01293	CDS	333				hypothetical protein
DHLAKHBD_01294	CDS	180				hypothetical protein
DHLAKHBD_01295	CDS	648				hypothetical protein
DHLAKHBD_01296	CDS	285				hypothetical protein
DHLAKHBD_01297	CDS	153				hypothetical protein
DHLAKHBD_01298	CDS	195				hypothetical protein
DHLAKHBD_01299	CDS	711				hypothetical protein
DHLAKHBD_01300	CDS	225				hypothetical protein
DHLAKHBD_01301	CDS	192				hypothetical protein
DHLAKHBD_01302	CDS	180				hypothetical protein
DHLAKHBD_01303	CDS	198				hypothetical protein
DHLAKHBD_01304	CDS	177	rpsU1		COG0828	30S ribosomal protein S21 A
DHLAKHBD_01305	CDS	624				hypothetical protein
DHLAKHBD_01306	CDS	780				hypothetical protein
DHLAKHBD_01307	CDS	387				hypothetical protein
DHLAKHBD_01308	CDS	210				hypothetical protein
DHLAKHBD_01309	CDS	426				hypothetical protein
DHLAKHBD_01310	CDS	243				hypothetical protein
DHLAKHBD_01311	CDS	192				hypothetical protein
DHLAKHBD_01312	CDS	330				hypothetical protein
DHLAKHBD_01313	CDS	222				hypothetical protein
DHLAKHBD_01314	CDS	273				hypothetical protein
DHLAKHBD_01315	CDS	306				hypothetical protein
DHLAKHBD_01316	CDS	1215	aspC_1	2.6.1.1	COG0436	Aspartate/prephenate aminotransferase
DHLAKHBD_01317	CDS	264				hypothetical protein
DHLAKHBD_01318	CDS	741	clcD	3.1.1.45		Carboxymethylenebutenolidase
DHLAKHBD_01319	CDS	471				hypothetical protein
DHLAKHBD_01320	CDS	342				hypothetical protein
DHLAKHBD_01321	CDS	399				hypothetical protein
DHLAKHBD_01322	CDS	177				hypothetical protein
DHLAKHBD_01323	CDS	294				hypothetical protein
DHLAKHBD_01324	CDS	393				hypothetical protein
DHLAKHBD_01325	CDS	402				hypothetical protein
DHLAKHBD_01326	CDS	234				hypothetical protein
DHLAKHBD_01327	CDS	258				hypothetical protein
DHLAKHBD_01328	CDS	519				hypothetical protein
DHLAKHBD_01329	CDS	240				hypothetical protein
DHLAKHBD_01330	CDS	258				hypothetical protein
DHLAKHBD_01331	CDS	603				hypothetical protein
DHLAKHBD_01332	CDS	135				hypothetical protein
DHLAKHBD_01333	CDS	1263	proP			Proline/betaine transporter
DHLAKHBD_01334	CDS	165				hypothetical protein
DHLAKHBD_01335	CDS	192				hypothetical protein
DHLAKHBD_01336	CDS	279				hypothetical protein
DHLAKHBD_01337	CDS	198				hypothetical protein
DHLAKHBD_01338	CDS	942	pcbB			Divinyl chlorophyll a/b light-harvesting protein PcbB
DHLAKHBD_01339	CDS	102				hypothetical protein
DHLAKHBD_01340	CDS	237				hypothetical protein
DHLAKHBD_01341	CDS	93				hypothetical protein
DHLAKHBD_01342	CDS	204				hypothetical protein
DHLAKHBD_01343	CDS	207				hypothetical protein
DHLAKHBD_01344	CDS	144				hypothetical protein
DHLAKHBD_01345	CDS	330				hypothetical protein
DHLAKHBD_01346	CDS	198				hypothetical protein
DHLAKHBD_01347	tRNA	73				tRNA-Lys(ttt)
DHLAKHBD_01348	CDS	156				hypothetical protein
DHLAKHBD_01349	CDS	117	psbY			Photosystem II protein Y
DHLAKHBD_01350	CDS	1077	trmFO_1	2.1.1.74	COG1206	Methylenetetrahydrofolate--tRNA-(uracil-5-)-methyltransferase TrmFO
DHLAKHBD_01351	CDS	267	trmFO_2	2.1.1.74		Methylenetetrahydrofolate--tRNA-(uracil-5-)-methyltransferase TrmFO
DHLAKHBD_01352	CDS	1563	crtI	1.3.99.31	COG1233	Phytoene desaturase (lycopene-forming)
DHLAKHBD_01353	CDS	2619	pepN	3.4.11.2	COG0308	Aminopeptidase N
DHLAKHBD_01354	CDS	1200				hypothetical protein
DHLAKHBD_01355	CDS	438				hypothetical protein
DHLAKHBD_01356	CDS	933				hypothetical protein
DHLAKHBD_01357	CDS	1008	bioB	2.8.1.6	COG0502	Biotin synthase
DHLAKHBD_01358	CDS	699	ispU	2.5.1.31	COG0020	Ditrans,polycis-undecaprenyl-diphosphate synthase ((2E,6E)-farnesyl-diphosphate specific)
DHLAKHBD_01359	CDS	888	cdaA	2.7.7.85	COG1624	Cyclic di-AMP synthase CdaA
DHLAKHBD_01360	CDS	1368	lysA	4.1.1.20	COG0019	Diaminopimelate decarboxylase
DHLAKHBD_01361	CDS	486	rimI	2.3.1.266	COG0456	[Ribosomal protein S18]-alanine N-acetyltransferase
DHLAKHBD_01362	CDS	2580	clpC		COG0542	Negative regulator of genetic competence ClpC/MecB
DHLAKHBD_01363	CDS	1161	dhaD	1.1.1.6		Glycerol dehydrogenase
DHLAKHBD_01364	CDS	900	lip3	3.1.1.3		Lipase 3
DHLAKHBD_01365	CDS	672				hypothetical protein
DHLAKHBD_01366	CDS	921				hypothetical protein
DHLAKHBD_01367	CDS	1401	speA_2	4.1.1.19	COG1982	Arginine decarboxylase
DHLAKHBD_01368	CDS	1647	ubiB_3	2.7.-.-		protein kinase UbiB
DHLAKHBD_01369	CDS	219	sigB		COG0568	RNA polymerase sigma factor SigB
DHLAKHBD_01370	CDS	339				hypothetical protein
DHLAKHBD_01371	CDS	186				hypothetical protein
DHLAKHBD_01372	CDS	219				hypothetical protein
DHLAKHBD_01373	CDS	216				hypothetical protein
DHLAKHBD_01374	CDS	162				hypothetical protein
DHLAKHBD_01375	CDS	234				hypothetical protein
DHLAKHBD_01376	CDS	189				hypothetical protein
DHLAKHBD_01377	CDS	453	rlmH	2.1.1.177	COG1576	Ribosomal RNA large subunit methyltransferase H
DHLAKHBD_01378	CDS	261				hypothetical protein
DHLAKHBD_01379	CDS	462				hypothetical protein
DHLAKHBD_01380	CDS	477	umuD	3.4.21.-	COG1974	Protein UmuD
DHLAKHBD_01381	CDS	639				hypothetical protein
DHLAKHBD_01382	CDS	174				hypothetical protein
DHLAKHBD_01383	CDS	1275	umuC		COG0389	Protein UmuC
DHLAKHBD_01384	CDS	297				hypothetical protein
DHLAKHBD_01385	CDS	255				hypothetical protein
DHLAKHBD_01386	CDS	2055	dnaG	2.7.7.-	COG0358	DNA primase
DHLAKHBD_01387	CDS	828				hypothetical protein
DHLAKHBD_01388	CDS	906	cntI			Pseudopaline exporter CntI
DHLAKHBD_01389	CDS	228				hypothetical protein
DHLAKHBD_01390	CDS	192				hypothetical protein
DHLAKHBD_01391	CDS	702	ruvA	3.6.4.12		Holliday junction ATP-dependent DNA helicase RuvA
DHLAKHBD_01392	CDS	270	rpsO		COG0184	30S ribosomal protein S15
DHLAKHBD_01393	CDS	486				hypothetical protein
DHLAKHBD_01394	CDS	3516	dnaE	2.7.7.7	COG0587	DNA polymerase III subunit alpha
DHLAKHBD_01395	CDS	1461	gatA_1	6.3.5.7	COG0154	Glutamyl-tRNA(Gln) amidotransferase subunit A
DHLAKHBD_01396	CDS	258				hypothetical protein
DHLAKHBD_01397	CDS	1608	rlmB	2.1.1.185		23S rRNA (guanosine-2'-O-)-methyltransferase RlmB
DHLAKHBD_01398	CDS	408	mrnC	3.1.26.-	COG1939	Mini-ribonuclease 3
DHLAKHBD_01399	CDS	300				hypothetical protein
DHLAKHBD_01400	CDS	1107	carA	6.3.5.5	COG0505	Carbamoyl-phosphate synthase small chain
DHLAKHBD_01401	CDS	1008	trpD2	2.4.2.18	COG0547	Anthranilate phosphoribosyltransferase 2
DHLAKHBD_01402	CDS	1752	yheI	3.6.3.-	COG1132	putative multidrug resistance ABC transporter ATP-binding/permease protein YheI
DHLAKHBD_01403	CDS	930				hypothetical protein
DHLAKHBD_01404	CDS	312				hypothetical protein
DHLAKHBD_01405	CDS	834	ylmA	3.6.3.-	COG1119	putative ABC transporter ATP-binding protein YlmA
DHLAKHBD_01406	CDS	378				hypothetical protein
DHLAKHBD_01407	CDS	711				hypothetical protein
DHLAKHBD_01408	CDS	993	nadA	2.5.1.72	COG0379	Quinolinate synthase A
DHLAKHBD_01409	CDS	774				hypothetical protein
DHLAKHBD_01410	CDS	1077				hypothetical protein
DHLAKHBD_01411	CDS	768				hypothetical protein
DHLAKHBD_01412	CDS	810				hypothetical protein
DHLAKHBD_01413	CDS	1218				hypothetical protein
DHLAKHBD_01414	CDS	1119	aroB	4.2.3.4	COG0337	3-dehydroquinate synthase
DHLAKHBD_01415	CDS	909	lacF			Lactose transport system permease protein LacF
DHLAKHBD_01416	CDS	1161	purK	6.3.4.18	COG0026	N5-carboxyaminoimidazole ribonucleotide synthase
DHLAKHBD_01417	CDS	291				hypothetical protein
DHLAKHBD_01418	CDS	297	clpS_1			ATP-dependent Clp protease adapter protein ClpS
DHLAKHBD_01419	CDS	1461				hypothetical protein
DHLAKHBD_01420	CDS	756	thf1			Protein Thf1
DHLAKHBD_01421	CDS	594	clpP_4	3.4.21.92	COG0740	ATP-dependent Clp protease proteolytic subunit
DHLAKHBD_01422	CDS	1917	ftsH2_1	3.4.24.-		ATP-dependent zinc metalloprotease FtsH 2
DHLAKHBD_01423	CDS	1230	macB_2	3.6.3.-	COG0577	Macrolide export ATP-binding/permease protein MacB
DHLAKHBD_01424	CDS	1803	pyk	2.7.1.40		Pyruvate kinase
DHLAKHBD_01425	CDS	330				hypothetical protein
DHLAKHBD_01426	CDS	549				hypothetical protein
DHLAKHBD_01427	CDS	300				hypothetical protein
DHLAKHBD_01428	CDS	534	scpB			Segregation and condensation protein B
DHLAKHBD_01429	CDS	1545	ilvA	4.3.1.19	COG1171	L-threonine dehydratase biosynthetic IlvA
DHLAKHBD_01430	CDS	1962	dxs	2.2.1.7	COG1154	1-deoxy-D-xylulose-5-phosphate synthase
DHLAKHBD_01431	CDS	1206				hypothetical protein
DHLAKHBD_01432	CDS	261	psaK1			Photosystem I reaction center subunit PsaK 1
DHLAKHBD_01433	CDS	339				hypothetical protein
DHLAKHBD_01434	CDS	171				hypothetical protein
DHLAKHBD_01435	CDS	162				hypothetical protein
DHLAKHBD_01436	CDS	1065				hypothetical protein
DHLAKHBD_01437	CDS	969	ugpC_2	7.6.2.10	COG3839	sn-glycerol-3-phosphate import ATP-binding protein UgpC
DHLAKHBD_01438	CDS	816	sugB		COG0395	Trehalose transport system permease protein SugB
DHLAKHBD_01439	CDS	867	sugA		COG1175	Trehalose transport system permease protein SugA
DHLAKHBD_01440	CDS	1269			COG1653	putative ABC transporter-binding protein
DHLAKHBD_01441	CDS	168				hypothetical protein
DHLAKHBD_01442	CDS	237	rpmB		COG0227	50S ribosomal protein L28
DHLAKHBD_01443	CDS	1911	htpG		COG0326	Chaperone protein HtpG
DHLAKHBD_01444	CDS	225	ndhI_2	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit I, chloroplastic
DHLAKHBD_01445	CDS	1179	hisZ		COG3705	ATP phosphoribosyltransferase regulatory subunit
DHLAKHBD_01446	CDS	888	cysQ_2	3.1.3.7		3'(2'),5'-bisphosphate nucleotidase CysQ
DHLAKHBD_01447	tRNA	89				tRNA-Ser(gga)
DHLAKHBD_01448	CDS	819	pstB3	7.3.2.1	COG1117	Phosphate import ATP-binding protein PstB 3
DHLAKHBD_01449	CDS	912	pstA		COG0581	Phosphate transport system permease protein PstA
DHLAKHBD_01450	CDS	954	pstC		COG0573	Phosphate transport system permease protein PstC
DHLAKHBD_01451	CDS	1995	dnaK2_2			Chaperone protein dnaK2
DHLAKHBD_01452	CDS	903	dnaJ_2		COG0484	Chaperone protein DnaJ
DHLAKHBD_01453	CDS	411				hypothetical protein
DHLAKHBD_01454	CDS	951	murQ	4.2.1.126	COG2103	N-acetylmuramic acid 6-phosphate etherase
DHLAKHBD_01455	CDS	429	ppiB	5.2.1.8	COG0652	Peptidyl-prolyl cis-trans isomerase B
DHLAKHBD_01456	CDS	1905	ribBA	3.5.4.25		Riboflavin biosynthesis protein RibBA
DHLAKHBD_01457	CDS	975	argC	1.2.1.38	COG0002	N-acetyl-gamma-glutamyl-phosphate reductase
DHLAKHBD_01458	CDS	723	purN	2.1.2.2		Phosphoribosylglycinamide formyltransferase
DHLAKHBD_01459	CDS	1698				hypothetical protein
DHLAKHBD_01460	CDS	939				hypothetical protein
DHLAKHBD_01461	CDS	813				hypothetical protein
DHLAKHBD_01462	CDS	1656	pgi	5.3.1.9	COG0166	Glucose-6-phosphate isomerase
DHLAKHBD_01463	CDS	2637	leuS	6.1.1.4		Leucine--tRNA ligase
DHLAKHBD_01464	CDS	222				hypothetical protein
DHLAKHBD_01465	CDS	912	dapF	5.1.1.7	COG0253	Diaminopimelate epimerase
DHLAKHBD_01466	CDS	111				hypothetical protein
DHLAKHBD_01467	CDS	1200	nifS	2.8.1.7	COG1104	Cysteine desulfurase NifS
DHLAKHBD_01468	CDS	477				hypothetical protein
DHLAKHBD_01469	CDS	213				hypothetical protein
DHLAKHBD_01470	CDS	516				hypothetical protein
DHLAKHBD_01471	CDS	1320				hypothetical protein
DHLAKHBD_01472	CDS	936				hypothetical protein
DHLAKHBD_01473	CDS	474	coaD	2.7.7.3	COG0669	Phosphopantetheine adenylyltransferase
DHLAKHBD_01474	CDS	483	dfa3_3	1.-.-.-	COG0426	Putative diflavin flavoprotein A 3
DHLAKHBD_01475	CDS	2010	uvrC		COG0322	UvrABC system protein C
DHLAKHBD_01476	CDS	588				hypothetical protein
DHLAKHBD_01477	CDS	657				hypothetical protein
DHLAKHBD_01478	CDS	3780	cobN_2	6.6.1.2		Aerobic cobaltochelatase subunit CobN
DHLAKHBD_01479	CDS	921	ilvE	2.6.1.42	COG0115	Branched-chain-amino-acid aminotransferase
DHLAKHBD_01480	CDS	3633	metH	2.1.1.13	COG0646	Methionine synthase
DHLAKHBD_01481	CDS	231				hypothetical protein
DHLAKHBD_01482	CDS	186				hypothetical protein
DHLAKHBD_01483	CDS	960				hypothetical protein
DHLAKHBD_01484	CDS	846				hypothetical protein
DHLAKHBD_01485	CDS	243				hypothetical protein
DHLAKHBD_01486	CDS	411				hypothetical protein
DHLAKHBD_01487	CDS	186				hypothetical protein
DHLAKHBD_01488	CDS	1566				hypothetical protein
DHLAKHBD_01489	CDS	1068				hypothetical protein
DHLAKHBD_01490	CDS	1398	rlmCD	2.1.1.189	COG2265	23S rRNA (uracil-C(5))-methyltransferase RlmCD
DHLAKHBD_01491	CDS	2448	pheT	6.1.1.20		Phenylalanine--tRNA ligase beta subunit
DHLAKHBD_01492	CDS	222				hypothetical protein
DHLAKHBD_01493	CDS	2052	rnr_1	3.1.13.1		Ribonuclease R
DHLAKHBD_01494	CDS	1812				hypothetical protein
DHLAKHBD_01495	CDS	117				hypothetical protein
DHLAKHBD_01496	CDS	1545	metG	6.1.1.10	COG0143	Methionine--tRNA ligase
DHLAKHBD_01497	CDS	1185	lptC			Lipopolysaccharide export system protein LptC
DHLAKHBD_01498	CDS	624				hypothetical protein
DHLAKHBD_01499	CDS	459				hypothetical protein
DHLAKHBD_01500	CDS	684				hypothetical protein
DHLAKHBD_01501	CDS	1149	pcxA			Proton extrusion protein PcxA
DHLAKHBD_01502	CDS	561	cobU	2.7.1.156	COG2087	Bifunctional adenosylcobalamin biosynthesis protein CobU
DHLAKHBD_01503	CDS	501	trmL	2.1.1.207	COG0219	tRNA (cytidine(34)-2'-O)-methyltransferase
DHLAKHBD_01504	CDS	1008				hypothetical protein
DHLAKHBD_01505	tRNA	74				tRNA-Met(cat)
DHLAKHBD_01506	CDS	1074				hypothetical protein
DHLAKHBD_01507	CDS	156				hypothetical protein
DHLAKHBD_01508	CDS	294				hypothetical protein
DHLAKHBD_01509	CDS	603	prxU	1.11.1.15		Selenocysteine-containing peroxiredoxin PrxU
DHLAKHBD_01510	CDS	2853				hypothetical protein
DHLAKHBD_01511	CDS	1860	ftsH2_2	3.4.24.-		ATP-dependent zinc metalloprotease FtsH 2
DHLAKHBD_01512	CDS	177				hypothetical protein
DHLAKHBD_01513	CDS	1059				hypothetical protein
DHLAKHBD_01514	CDS	336				hypothetical protein
DHLAKHBD_01515	CDS	759	cbbY	3.1.3.-	COG0637	Protein CbbY
DHLAKHBD_01516	CDS	1800	recJ	3.1.-.-	COG0608	Single-stranded-DNA-specific exonuclease RecJ
DHLAKHBD_01517	CDS	1368	clcA_2		COG0038	H(+)/Cl(-) exchange transporter ClcA
DHLAKHBD_01518	CDS	375				hypothetical protein
DHLAKHBD_01519	CDS	360				hypothetical protein
DHLAKHBD_01520	CDS	309				hypothetical protein
DHLAKHBD_01521	CDS	2394	rnr_2	3.1.13.1	COG0557	Ribonuclease R
DHLAKHBD_01522	CDS	609	ubiX	2.5.1.129	COG0163	Flavin prenyltransferase UbiX
DHLAKHBD_01523	CDS	534				hypothetical protein
DHLAKHBD_01524	CDS	510				hypothetical protein
DHLAKHBD_01525	CDS	1530	tldD	3.4.-.-	COG0312	Metalloprotease TldD
DHLAKHBD_01526	CDS	1389				hypothetical protein
DHLAKHBD_01527	CDS	1035	fmt	2.1.2.9	COG0223	Methionyl-tRNA formyltransferase
DHLAKHBD_01528	CDS	732				hypothetical protein
DHLAKHBD_01529	CDS	1197				hypothetical protein
DHLAKHBD_01530	CDS	3582	mfd	3.6.4.-		Transcription-repair-coupling factor
DHLAKHBD_01531	CDS	135				hypothetical protein
DHLAKHBD_01532	CDS	1362	ctpA	3.4.21.102	COG0793	Carboxy-terminal processing protease CtpA
DHLAKHBD_01533	CDS	1221	ispG	1.17.7.1	COG0821	4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase (ferredoxin)
DHLAKHBD_01534	CDS	600	udg	3.2.2.27	COG1573	Type-4 uracil-DNA glycosylase
DHLAKHBD_01535	CDS	1218	aspC_2	2.6.1.1		Aspartate aminotransferase
DHLAKHBD_01536	CDS	900	phnD1		COG3221	putative ABC transporter phosphite binding protein PhnD1
DHLAKHBD_01537	CDS	744			COG1136	putative ABC transporter ATP-binding protein
DHLAKHBD_01538	CDS	1566				hypothetical protein
DHLAKHBD_01539	CDS	678				hypothetical protein
DHLAKHBD_01540	CDS	810	sigF		COG1191	RNA polymerase sigma factor SigF
DHLAKHBD_01541	CDS	759				hypothetical protein
DHLAKHBD_01542	CDS	777	rsmE	2.1.1.193	COG1385	Ribosomal RNA small subunit methyltransferase E
DHLAKHBD_01543	CDS	450				hypothetical protein
DHLAKHBD_01544	CDS	633	glnQ_2			Glutamine transport ATP-binding protein GlnQ
DHLAKHBD_01545	CDS	696				hypothetical protein
DHLAKHBD_01546	CDS	252				hypothetical protein
DHLAKHBD_01547	CDS	1716	prfC			Peptide chain release factor 3
DHLAKHBD_01548	CDS	663	tam_1	2.1.1.144		Trans-aconitate 2-methyltransferase
DHLAKHBD_01549	CDS	2415	rtpR	1.17.4.2		Adenosylcobalamin-dependent ribonucleoside-triphosphate reductase
DHLAKHBD_01550	CDS	267				hypothetical protein
DHLAKHBD_01551	CDS	258				hypothetical protein
DHLAKHBD_01552	CDS	453				hypothetical protein
DHLAKHBD_01553	tRNA	87				tRNA-Ser(tga)
DHLAKHBD_01554	CDS	1014	des	1.14.19.-	COG3239	Fatty acid desaturase
DHLAKHBD_01555	CDS	846				hypothetical protein
DHLAKHBD_01556	CDS	414				hypothetical protein
DHLAKHBD_01557	CDS	219				hypothetical protein
DHLAKHBD_01558	CDS	525	isiB			Flavodoxin
DHLAKHBD_01559	CDS	1038				putative protein
DHLAKHBD_01560	CDS	108				hypothetical protein
DHLAKHBD_01561	CDS	1488				hypothetical protein
DHLAKHBD_01562	CDS	483	petD			Cytochrome b6-f complex subunit 4
DHLAKHBD_01563	CDS	657	petB		COG1290	Cytochrome b6
DHLAKHBD_01564	CDS	1341	ctpB	3.4.21.102	COG0793	Carboxy-terminal processing protease CtpB
DHLAKHBD_01565	CDS	1242				hypothetical protein
DHLAKHBD_01566	CDS	591	minC			septum site-determining protein MinC
DHLAKHBD_01567	CDS	816	minD		COG2894	Septum site-determining protein MinD
DHLAKHBD_01568	CDS	357	minE			Cell division topological specificity factor
DHLAKHBD_01569	tRNA	74				tRNA-Thr(tgt)
DHLAKHBD_01570	CDS	174				hypothetical protein
DHLAKHBD_01571	CDS	297				hypothetical protein
DHLAKHBD_01572	CDS	261				hypothetical protein
DHLAKHBD_01573	CDS	228				hypothetical protein
DHLAKHBD_01574	CDS	240				hypothetical protein
DHLAKHBD_01575	CDS	591	tsaC	2.7.7.87		Threonylcarbamoyl-AMP synthase
DHLAKHBD_01576	CDS	921	prmC_2	2.1.1.297		Release factor glutamine methyltransferase
DHLAKHBD_01577	CDS	1059				hypothetical protein
DHLAKHBD_01578	CDS	456				hypothetical protein
DHLAKHBD_01579	CDS	129				hypothetical protein
DHLAKHBD_01580	CDS	363				hypothetical protein
DHLAKHBD_01581	CDS	1533	psbB			Photosystem II CP47 reaction center protein
DHLAKHBD_01582	CDS	108	psbT			Photosystem II reaction center protein T
DHLAKHBD_01583	CDS	477	nrdR		COG1327	Transcriptional repressor NrdR
DHLAKHBD_01584	CDS	1104	pnp_1	2.7.7.8		Polyribonucleotide nucleotidyltransferase
DHLAKHBD_01585	CDS	777	gph	3.1.3.18		Phosphoglycolate phosphatase
DHLAKHBD_01586	CDS	1260	metK	2.5.1.6		S-adenosylmethionine synthase
DHLAKHBD_01587	CDS	1284	PSK	2.7.1.47	COG1070	D-ribulose kinase
DHLAKHBD_01588	CDS	276				hypothetical protein
DHLAKHBD_01589	CDS	561				hypothetical protein
